FS3: TOM formula 3 known to treat Schizophrenia,,,,
Idx,compid,geneid,CompName_afterADMET,GeneSymbol
6374,3967,4915,Quercetin,A1BG
19529,79938,156,Calcium(II) ion,A2M
3050,1531,5008,Zinc,AADAC
13436,31797,5008,DL-Methionine,AADAC
14856,27647,5008,DL-Glutamic acid,AADAC
20874,79938,5008,Calcium(II) ion,AADAC
1084,1531,3630,Zinc,AADACL2
12956,31797,3630,DL-Methionine,AADACL2
14774,27647,3630,DL-Glutamic acid,AADACL2
19125,79938,3630,Calcium(II) ion,AADACL2
558,1531,39114,Zinc,AADACL4
12816,31797,39114,DL-Methionine,AADACL4
14744,27647,39114,DL-Glutamic acid,AADACL4
18604,79938,39114,Calcium(II) ion,AADACL4
6761,3967,177,Quercetin,AADAT
14686,27647,177,DL-Glutamic acid,AADAT
14675,27647,1694,DL-Glutamic acid,AANAT
2695,1531,690,Zinc,AARS
3387,120,690,Vitamin C,AARS
13342,31797,690,DL-Methionine,AARS
15119,31783,690,DL-asparagine,AARS
2968,1531,689,Zinc,AARS2
309,1531,434,Zinc,AASS
4568,3967,434,Quercetin,AASS
9156,86025,434,Oxygen,AASS
10292,80001,434,Manganese,AASS
13791,27647,434,DL-Glutamic acid,AASS
17022,15910,434,Copper,AASS
18398,79938,434,Calcium(II) ion,AASS
14270,27647,178,DL-Glutamic acid,ABAT
20309,79938,178,Calcium(II) ion,ABAT
601,1531,730,Zinc,ABCA1
3388,120,730,Vitamin C,ABCA1
4239,3032,730,Stearic acid,ABCA1
4761,3967,730,Quercetin,ABCA1
8553,3583,730,Palmitic acid,ABCA1
16715,9988,730,D-(&minus;)-Fructose,ABCA1
17640,79939,730,Chromium,ABCA1
21708,9026,730,Arachidonic acid,ABCA1
6188,3967,5488,Quercetin,ABCA12
17173,15910,5503,Copper,ABCA2
6375,3967,5484,Quercetin,ABCA7
10548,80001,5497,Manganese,ABCA9
3389,120,727,Vitamin C,ABCB1
4024,157,727,Tocopherol,ABCB1
6274,3967,727,Quercetin,ABCB1
8883,3583,727,Palmitic acid,ABCB1
10223,31366,727,mesaconitine,ABCB1
14279,27647,727,DL-Glutamic acid,ABCB1
15288,40089,727,D-Glucopyranose,ABCB1
20356,79938,727,Calcium(II) ion,ABCB1
21197,3374,727,Butanoic acid,ABCB1
22014,34652,727,Acacetin,ABCB1
12058,1530,5481,Iron,ABCB10
9238,32326,743,Oleanolic acid,ABCB11
17981,823,743,Cefaclor,ABCB11
21709,9026,743,Arachidonic acid,ABCB11
21959,126,743,Alpha-Linolenic acid,ABCB11
6275,3967,3869,Quercetin,ABCB4
8884,3583,3869,Palmitic acid,ABCB4
12005,1530,5487,Iron,ABCB6
13673,31797,5487,DL-Methionine,ABCB6
6573,3967,5482,Quercetin,ABCB7
12009,1530,5482,Iron,ABCB7
15289,40089,5482,D-Glucopyranose,ABCB7
2308,1531,5505,Zinc,ABCB9
3390,120,1448,Vitamin C,ABCC1
4505,3967,1448,Quercetin,ABCC1
11444,1530,1448,Iron,ABCC1
15290,40089,1448,D-Glucopyranose,ABCC1
18315,79938,1448,Calcium(II) ion,ABCC1
22004,34652,1448,Acacetin,ABCC1
1804,1531,5483,Zinc,ABCC12
3391,120,729,Vitamin C,ABCC2
4885,3967,729,Quercetin,ABCC2
10224,31366,729,mesaconitine,ABCC2
15291,40089,729,D-Glucopyranose,ABCC2
4724,3967,5332,Quercetin,ABCC4
1402,1531,5337,Zinc,ABCC5
5405,3967,5337,Quercetin,ABCC5
6880,3967,5334,Quercetin,ABCC6
9367,86074,5334,Nickel,ABCC6
21077,79938,5334,Calcium(II) ion,ABCC6
7170,79942,746,potassium cation,ABCC8
13795,27647,746,DL-Glutamic acid,ABCC8
18417,79938,746,Calcium(II) ion,ABCC8
7639,79942,737,potassium cation,ABCC9
9008,3583,5480,Palmitic acid,ABCD1
11120,38621,5480,Lignoceric acid,ABCD1
18103,4236,5480,Caprylic acid,ABCD1
21689,3374,5480,Butanoic acid,ABCD1
22284,71724,5480,(13E)-13-Docosenoic acid,ABCD1
11099,38621,5491,Lignoceric acid,ABCD2
18055,4236,5491,Caprylic acid,ABCD2
21510,3374,5491,Butanoic acid,ABCD2
4894,3967,5485,Quercetin,ABCD3
11081,38621,5485,Lignoceric acid,ABCD3
18025,4236,5485,Caprylic acid,ABCD3
21710,9026,5485,Arachidonic acid,ABCD3
11129,38621,5501,Lignoceric acid,ABCD4
18038,4236,5501,Caprylic acid,ABCD4
12003,1530,5492,Iron,ABCE1
3160,1531,5479,Zinc,ABCF2
15292,40089,5479,D-Glucopyranose,ABCF2
906,1531,728,Zinc,ABCG1
4201,3032,728,Stearic acid,ABCG1
8414,3583,728,Palmitic acid,ABCG1
9368,86074,728,Nickel,ABCG1
21711,9026,728,Arachidonic acid,ABCG1
6695,3967,3338,Quercetin,ABCG2
9239,32326,3338,Oleanolic acid,ABCG2
10225,31366,3338,mesaconitine,ABCG2
12008,1530,3338,Iron,ABCG2
13682,31797,3338,DL-Methionine,ABCG2
17858,79939,3338,Chromium,ABCG2
22019,34652,3338,Acacetin,ABCG2
15293,40089,5493,D-Glucopyranose,ABCG4
2733,1531,4893,Zinc,ABCG5
4190,33749,4893,Stigmasterol,ABCG5
6473,3967,4893,Quercetin,ABCG5
4191,33749,5486,Stigmasterol,ABCG8
6194,3967,5486,Quercetin,ABCG8
22347,63707,5174,(.+/-.)-trans-Nerolidol,ABHD1
14882,31783,5005,DL-asparagine,ABHD5
18241,79938,5005,Calcium(II) ion,ABHD5
7082,38029,751,Pristane,ABL1
9947,35694,751,Myristicin,ABL1
10013,6911,751,Myristic acid,ABL1
12841,31797,751,DL-Methionine,ABL1
17941,79939,751,Chromium,ABL1
4967,3967,726,Quercetin,ABL2
9051,86025,726,Oxygen,ABL2
17927,79939,726,Chromium,ABL2
18051,4236,5099,Caprylic acid,ACAA1
19394,79938,5099,Calcium(II) ion,ACAA1
6074,3967,5097,Quercetin,ACAA2
20148,79938,5097,Calcium(II) ion,ACAA2
8415,3583,270,Palmitic acid,ACACA
15298,40089,270,D-Glucopyranose,ACACA
16716,9988,270,D-(&minus;)-Fructose,ACACA
21960,126,270,Alpha-Linolenic acid,ACACA
497,1531,267,Zinc,ACACB
4293,3032,267,Stearic acid,ACACB
8544,3583,267,Palmitic acid,ACACB
9120,86025,267,Oxygen,ACACB
12107,86925,267,hexahydro-2-oxo-1h-thieno(3,ACACB
13826,27647,267,DL-Glutamic acid,ACACB
15272,31783,267,DL-asparagine,ACACB
16717,9988,267,D-(&minus;)-Fructose,ACACB
18033,4236,267,Caprylic acid,ACACB
18565,79938,267,Calcium(II) ion,ACACB
22095,44788,267,1-Hexanoic acid,ACACB
22281,71724,267,(13E)-13-Docosenoic acid,ACACB
20185,79938,1577,Calcium(II) ion,ACAD8
8498,3583,2480,Palmitic acid,ACADM
18008,4236,2480,Caprylic acid,ACADM
18152,79938,2480,Calcium(II) ion,ACADM
2983,1531,620,Zinc,ACADS
4326,3032,620,Stearic acid,ACADS
8969,3583,620,Palmitic acid,ACADS
9132,86025,620,Oxygen,ACADS
18088,4236,620,Caprylic acid,ACADS
20804,79938,620,Calcium(II) ion,ACADS
21662,3374,620,Butanoic acid,ACADS
807,1531,717,Zinc,ACADSB
4937,3967,717,Quercetin,ACADSB
18837,79938,717,Calcium(II) ion,ACADSB
4025,157,1296,Tocopherol,ACAT1
4192,33749,1296,Stigmasterol,ACAT1
7589,79942,1296,potassium cation,ACAT1
9146,86025,1296,Oxygen,ACAT1
16687,2687,1296,Decane,ACAT1
20352,79938,1296,Calcium(II) ion,ACAT1
9137,86025,1814,Oxygen,ACAT2
16658,2687,1814,Decane,ACAT2
18912,79938,1814,Calcium(II) ion,ACAT2
12069,1530,2628,Iron,ACCS
12581,20814,2628,DL-Tryptophan,ACCS
13313,31797,2628,DL-Methionine,ACCS
14654,27647,2628,DL-Glutamic acid,ACCS
20458,79938,2628,Calcium(II) ion,ACCS
12052,1530,39139,Iron,ACCSL
12471,20814,39139,DL-Tryptophan,ACCSL
12789,31797,39139,DL-Methionine,ACCSL
14529,27647,39139,DL-Glutamic acid,ACCSL
18537,79938,39139,Calcium(II) ion,ACCSL
2190,1531,778,Zinc,ACE
7527,79942,778,potassium cation,ACE
13207,31797,778,DL-Methionine,ACE
14210,27647,778,DL-Glutamic acid,ACE
15300,40089,778,D-Glucopyranose,ACE
16719,9988,778,D-(&minus;)-Fructose,ACE
17346,15910,778,Copper,ACE
20085,79938,778,Calcium(II) ion,ACE
2878,1531,1230,Zinc,ACE2
3392,120,1230,Vitamin C,ACE2
1947,1531,272,Zinc,ACHE
3393,120,272,Vitamin C,ACHE
4026,157,272,Tocopherol,ACHE
5828,3967,272,Quercetin,ACHE
7480,79942,272,potassium cation,ACHE
9369,86074,272,Nickel,ACHE
14150,27647,272,DL-Glutamic acid,ACHE
15301,40089,272,D-Glucopyranose,ACHE
17302,15910,272,Copper,ACHE
19856,79938,272,Calcium(II) ion,ACHE
21540,3374,272,Butanoic acid,ACHE
2848,1531,4563,Zinc,ACLY
8161,79942,4563,potassium cation,ACLY
8949,3583,4563,Palmitic acid,ACLY
14348,27647,4563,DL-Glutamic acid,ACLY
15302,40089,4563,D-Glucopyranose,ACLY
16720,9988,4563,D-(&minus;)-Fructose,ACLY
21961,126,4563,Alpha-Linolenic acid,ACLY
1100,1531,5354,Zinc,ACMSD
10514,80001,5354,Manganese,ACMSD
11586,1530,5354,Iron,ACMSD
17687,79939,5354,Chromium,ACMSD
19138,79938,5354,Calcium(II) ion,ACMSD
1838,1531,5805,Zinc,ACO1
7002,158,5805,PYRIDOXINE,ACO1
9370,86074,5805,Nickel,ACO1
10685,80001,5805,Manganese,ACO1
11701,1530,5805,Iron,ACO1
14125,27647,5805,DL-Glutamic acid,ACO1
17273,15910,5805,Copper,ACO1
3236,1531,1632,Zinc,ACO2
7045,158,1632,PYRIDOXINE,ACO2
11046,80001,1632,Manganese,ACO2
