FS5: TOM formula 5 known to treat Schizophrenia,,,,
Idx,compid,geneid,CompName_afterADMET,GeneSymbol
7317,3967,4915,Quercetin,A1BG
24434,79938,156,Calcium(II) ion,A2M
4797,3373,1922,spermidine,aacC1
3050,1531,5008,Zinc,AADAC
9724,5504,5008,phenylamine,AADAC
10499,10237,5008,Phenol,AADAC
18756,84987,5008,DL-Histidine,AADAC
25779,79938,5008,Calcium(II) ion,AADAC
1084,1531,3630,Zinc,AADACL2
10167,10237,3630,Phenol,AADACL2
18357,84987,3630,DL-Histidine,AADACL2
24030,79938,3630,Calcium(II) ion,AADACL2
558,1531,39114,Zinc,AADACL4
10066,10237,39114,Phenol,AADACL4
18235,84987,39114,DL-Histidine,AADACL4
23509,79938,39114,Calcium(II) ion,AADACL4
7704,3967,177,Quercetin,AADAT
9667,2102,177,Phenylethyl alcohol,AADAT
16628,3360,177,Glutaric acid,AADAT
27849,5525,177,Benzyl alcohol,AADAT
28812,38491,177,alpha-Ketoglutaric acid,AADAT
2695,1531,690,Zinc,AARS
3392,120,690,Vitamin C,AARS
17977,85497,690,DL-Serine,AARS
18696,84987,690,DL-Histidine,AARS
2968,1531,689,Zinc,AARS2
17998,85497,689,DL-Serine,AARS2
309,1531,434,Zinc,AASS
4664,121,434,Spermine,AASS
4838,3373,434,spermidine,AASS
5511,3967,434,Quercetin,AASS
11777,86025,434,Oxygen,AASS
13562,80001,434,Manganese,AASS
20649,15910,434,Copper,AASS
23303,79938,434,Calcium(II) ion,AASS
28551,38491,434,alpha-Ketoglutaric acid,AASS
28917,31813,434,Allantoic acid,AASS
4002,36879,178,Vanillin,ABAT
15183,8153,178,L-(+)-Alanine,ABAT
18634,84987,178,DL-Histidine,ABAT
25214,79938,178,Calcium(II) ion,ABAT
28755,38491,178,alpha-Ketoglutaric acid,ABAT
28862,8862,178,Allantoin,ABAT
29186,31858,178,4-Hydroxybenzylamine,ABAT
601,1531,730,Zinc,ABCA1
3393,120,730,Vitamin C,ABCA1
4457,78388,730,Stigmastan-3-ol,ABCA1
4537,3032,730,Stearic acid,ABCA1
5704,3967,730,Quercetin,ABCA1
10889,9921,730,Palmitoleic acid,ABCA1
11043,3583,730,Palmitic acid,ABCA1
20412,9988,730,D-(&minus;)-Fructose,ABCA1
22143,79939,730,Chromium,ABCA1
22547,117,730,choline,ABCA1
28116,9026,730,Arachidonic acid,ABCA1
29596,41745,730,3-{[(2-Aminoethoxy)(hydroxy)phosphoryl]oxy}-2-(tetradecanoyloxy)propyl myristate,ABCA1
30121,85358,730,(22E)-Ergosta-5,ABCA1
7131,3967,5488,Quercetin,ABCA12
17205,31330,5499,Ethylpyrazine,ABCA13
20800,15910,5503,Copper,ABCA2
4487,78388,5506,Stigmastan-3-ol,ABCA4
29402,41745,5506,3-{[(2-Aminoethoxy)(hydroxy)phosphoryl]oxy}-2-(tetradecanoyloxy)propyl myristate,ABCA4
16924,36170,5490,Eugenol,ABCA6
18880,31815,5490,dimethylbenzylamine,ABCA6
7318,3967,5484,Quercetin,ABCA7
13818,80001,5497,Manganese,ABCA9
3394,120,727,Vitamin C,ABCB1
4307,157,727,Tocopherol,ABCB1
7217,3967,727,Quercetin,ABCB1
8136,32000,727,Pyridine,ABCB1
11373,3583,727,Palmitic acid,ABCB1
11649,34785,727,Pachypodol,ABCB1
12025,1102,727,Nifedipine,ABCB1
12798,34516,727,Neochanin,ABCB1
16077,80187,727,Hypoxanthin,ABCB1
16783,57137,727,Gallic acid,ABCB1
17377,36468,727,Estragole,ABCB1
18983,40089,727,D-Glucopyranose,ABCB1
25261,79938,727,Calcium(II) ion,ABCB1
26273,194,727,Caffeine,ABCB1
27144,3374,727,Butanoic acid,ABCB1
27810,4282,727,Benzyl formate,ABCB1
29820,37709,727,1-Octanol,ABCB1
15913,1530,5481,Iron,ABCB10
12115,1102,743,Nifedipine,ABCB11
16084,80187,743,Hypoxanthin,ABCB11
28117,9026,743,Arachidonic acid,ABCB11
28476,126,743,Alpha-Linolenic acid,ABCB11
30259,36579,743,(+)-Gallocatechin,ABCB11
7218,3967,3869,Quercetin,ABCB4
11374,3583,3869,Palmitic acid,ABCB4
16078,80187,3869,Hypoxanthin,ABCB4
17375,36468,3869,Estragole,ABCB4
22719,117,3869,choline,ABCB4
