FS2: TOM formula 2 known to treat Schizophrenia,,,,
Idx,compid,geneid,CompName_afterADMET,GeneSymbol
7066,3967,4915,Quercetin,A1BG
26246,79938,156,Calcium(II) ion,A2M
4666,3373,1922,spermidine,aacC1
3050,1531,5008,Zinc,AADAC
18004,31797,5008,DL-Methionine,AADAC
19398,84987,5008,DL-Histidine,AADAC
20640,27647,5008,DL-Glutamic acid,AADAC
27591,79938,5008,Calcium(II) ion,AADAC
1084,1531,3630,Zinc,AADACL2
17524,31797,3630,DL-Methionine,AADACL2
18999,84987,3630,DL-Histidine,AADACL2
20558,27647,3630,DL-Glutamic acid,AADACL2
25842,79938,3630,Calcium(II) ion,AADACL2
558,1531,39114,Zinc,AADACL4
17384,31797,39114,DL-Methionine,AADACL4
18877,84987,39114,DL-Histidine,AADACL4
20528,27647,39114,DL-Glutamic acid,AADACL4
25321,79938,39114,Calcium(II) ion,AADACL4
7453,3967,177,Quercetin,AADAT
15410,3360,177,Glutaric acid,AADAT
20470,27647,177,DL-Glutamic acid,AADAT
29437,38491,177,alpha-Ketoglutaric acid,AADAT
20459,27647,1694,DL-Glutamic acid,AANAT
2695,1531,690,Zinc,AARS
3387,120,690,Vitamin C,AARS
17130,85497,690,DL-Serine,AARS
17910,31797,690,DL-Methionine,AARS
18669,9038,690,DL-Isoleucine,AARS
19338,84987,690,DL-Histidine,AARS
20903,31783,690,DL-asparagine,AARS
2968,1531,689,Zinc,AARS2
17151,85497,689,DL-Serine,AARS2
309,1531,434,Zinc,AASS
4533,121,434,Spermine,AASS
4707,3373,434,spermidine,AASS
5260,3967,434,Quercetin,AASS
10199,86025,434,Oxygen,AASS
12402,80001,434,Manganese,AASS
19575,27647,434,DL-Glutamic acid,AASS
22656,15910,434,Copper,AASS
25115,79938,434,Calcium(II) ion,AASS
29176,38491,434,alpha-Ketoglutaric acid,AASS
3997,36879,178,Vanillin,ABAT
14134,8153,178,L-(+)-Alanine,ABAT
15430,31781,178,g-Guanidinobutyrate,ABAT
19276,84987,178,DL-Histidine,ABAT
20054,27647,178,DL-Glutamic acid,ABAT
27026,79938,178,Calcium(II) ion,ABAT
29380,38491,178,alpha-Ketoglutaric acid,ABAT
29487,8862,178,Allantoin,ABAT
